,Zigzag,Lenguaje,Técnica,Resolucion,Píxeles,Ciclos
1024,Zigzag,c,normal-02,192,36864,322870.0
1025,Zigzag,c,normal-02,192,36864,340474.0
1026,Zigzag,c,normal-02,192,36864,340241.0
1027,Zigzag,c,normal-02,192,36864,323570.0
1028,Zigzag,c,normal-02,192,36864,326009.0
1029,Zigzag,c,normal-02,192,36864,323245.0
1030,Zigzag,c,normal-02,192,36864,399444.0
1031,Zigzag,c,normal-02,192,36864,324312.0
1032,Zigzag,c,normal-02,192,36864,323341.0
1033,Zigzag,c,normal-02,192,36864,324398.0
1034,Zigzag,c,normal-02,192,36864,322512.0
1035,Zigzag,c,normal-02,192,36864,341377.0
1036,Zigzag,c,normal-02,192,36864,389563.0
1037,Zigzag,c,normal-02,192,36864,322027.0
1038,Zigzag,c,normal-02,192,36864,322217.0
1039,Zigzag,c,normal-02,192,36864,322015.0
1040,Zigzag,c,normal-02,192,36864,349764.0
1041,Zigzag,c,normal-02,192,36864,323242.0
1042,Zigzag,c,normal-02,192,36864,322903.0
1043,Zigzag,c,normal-02,192,36864,430269.0
1044,Zigzag,c,normal-02,192,36864,413846.0
1045,Zigzag,c,normal-02,192,36864,339771.0
1046,Zigzag,c,normal-02,192,36864,323328.0
1047,Zigzag,c,normal-02,192,36864,339872.0
1048,Zigzag,c,normal-02,192,36864,388232.0
1049,Zigzag,c,normal-02,192,36864,323942.0
1050,Zigzag,c,normal-02,256,65536,611895.0
1051,Zigzag,c,normal-02,256,65536,612753.0
1052,Zigzag,c,normal-02,256,65536,577325.0
1053,Zigzag,c,normal-02,256,65536,685923.0
1054,Zigzag,c,normal-02,256,65536,579404.0
1055,Zigzag,c,normal-02,256,65536,577995.0
1056,Zigzag,c,normal-02,256,65536,578760.0
1057,Zigzag,c,normal-02,256,65536,579993.0
1058,Zigzag,c,normal-02,256,65536,578882.0
1059,Zigzag,c,normal-02,256,65536,580428.0
1060,Zigzag,c,normal-02,256,65536,612738.0
1061,Zigzag,c,normal-02,256,65536,768806.0
1062,Zigzag,c,normal-02,256,65536,645993.0
1063,Zigzag,c,normal-02,256,65536,668003.0
1064,Zigzag,c,normal-02,256,65536,613075.0
1065,Zigzag,c,normal-02,256,65536,699614.0
1066,Zigzag,c,normal-02,256,65536,619244.0
1067,Zigzag,c,normal-02,256,65536,613486.0
1068,Zigzag,c,normal-02,256,65536,612488.0
1069,Zigzag,c,normal-02,256,65536,612503.0
1070,Zigzag,c,normal-02,256,65536,581855.0
1071,Zigzag,c,normal-02,256,65536,580670.0
1072,Zigzag,c,normal-02,256,65536,610147.0
1073,Zigzag,c,normal-02,256,65536,610102.0
1074,Zigzag,c,normal-02,256,65536,649993.0
1075,Zigzag,c,normal-02,256,65536,670278.0
1076,Zigzag,c,normal-02,256,65536,626958.0
1077,Zigzag,c,normal-02,256,65536,578894.0
1078,Zigzag,c,normal-02,256,65536,611153.0
1079,Zigzag,c,normal-02,256,65536,578188.0
1080,Zigzag,c,normal-02,320,102400,902985.0
1081,Zigzag,c,normal-02,320,102400,1141509.0
1082,Zigzag,c,normal-02,320,102400,900712.0
1083,Zigzag,c,normal-02,320,102400,901195.0
1084,Zigzag,c,normal-02,320,102400,1009447.0
1085,Zigzag,c,normal-02,320,102400,1029381.0
1086,Zigzag,c,normal-02,320,102400,949656.0
1087,Zigzag,c,normal-02,320,102400,953659.0
1088,Zigzag,c,normal-02,320,102400,901678.0
1089,Zigzag,c,normal-02,320,102400,943481.0
1090,Zigzag,c,normal-02,320,102400,1216171.0
1091,Zigzag,c,normal-02,320,102400,1049445.0
1092,Zigzag,c,normal-02,320,102400,1038638.0
1093,Zigzag,c,normal-02,320,102400,951035.0
1094,Zigzag,c,normal-02,320,102400,1021362.0
1095,Zigzag,c,normal-02,320,102400,943931.0
1096,Zigzag,c,normal-02,320,102400,949322.0
1097,Zigzag,c,normal-02,320,102400,975969.0
1098,Zigzag,c,normal-02,320,102400,1248777.0
1099,Zigzag,c,normal-02,320,102400,1033016.0
1100,Zigzag,c,normal-02,320,102400,1008520.0
1101,Zigzag,c,normal-02,320,102400,1063227.0
1102,Zigzag,c,normal-02,320,102400,948294.0
